OBST ID;TYPE;COORD;LAT;LONG;HGT AGL (FT);ELEV MSL (FT);LGT COLOR;LGT TYPE;LGT INTST;LGT HR;MARKINGS;Area of coverage;Identification of the data originator;Data source identifier;Horizontal accuracy (m);Horizontal confidence level (%);Horizontal resolution (m);Horizontal extent;Horizontal reference system;Vertical accuracy (m);Vertical confidence level (%);Vertical resolution (m);Vertical reference system;Geometry type;Unit of measurement;Integrity;Date and time stamp
EFINOB 31490;Mast;611644.468N 263740.023E;61.279018969;26.627784128;329;610;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;15.1.2013 0.00.00 +00:00
EFINOB 31502;Mast;605240.269N 264226.883E;60.8778525370119;26.7074674328606;450;784;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;12.6.2012 0.00.00 +00:00
EFINOB 31507;Mast;632927.688N 292904.678E;63.491024475;29.484632861;329;921;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.6.2012 0.00.00 +00:00
EFINOB 31560;Wind turbine;660837.655N 240211.577E;66.1437930555556;24.0365491666667;670;1020;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;12.2.2014 0.00.00 +00:00
EFINOB 31561;Wind turbine;660829.699N 240240.869E;66.141583005;24.044685702;670;1065;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;19.2.2014 0.00.00 +00:00
EFINOB 31562;Wind turbine;660812.896N 240238.977E;66.136915665;24.044160379;670;1033;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;12.2.2014 0.00.00 +00:00
EFINOB 31563;Wind turbine;660759.01N 240300.143E;66.133058321;24.050039735;670;1014;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;12.2.2014 0.00.00 +00:00
EFINOB 31564;Wind turbine;660814.835N 240342.48E;66.13745411;24.061799973;670;1000;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;12.2.2014 0.00.00 +00:00
EFINOB 31565;Wind turbine;660841.157N 240328.15E;66.144765958;24.057819413;670;1027;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;12.2.2014 0.00.00 +00:00
EFINOB 31566;Wind turbine;660902.425N 240330.257E;66.150673556;24.058404597;670;1047;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;12.2.2014 0.00.00 +00:00
EFINOB 31567;Wind turbine;660835.221N 240408.552E;66.143117077;24.06904219;670;1020;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;12.2.2014 0.00.00 +00:00
EFINOB 31568;Wind turbine;652920.261N 252144.294E;65.488961339;25.362303961;670;724;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.7.2013 0.00.00 +00:00
EFINOB 31569;Wind turbine;652928.308N 252116.366E;65.49119654;25.35454605;670;716;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.7.2013 0.00.00 +00:00
EFINOB 31570;Wind turbine;652935.67N 252156.088E;65.493241686;25.365580008;670;746;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.7.2013 0.00.00 +00:00
EFINOB 31572;Mast;603045.008N 264752.905E;60.512502244;26.798029295;329;410;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;27.6.2012 0.00.00 +00:00
EFINOB 31592;Wind turbine;613819.001N 213905.03E;61.638611518;21.651397258;670;708;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.7.2013 0.00.00 +00:00
EFINOB 31593;Wind turbine;613824.426N 213826.829E;61.64011821;21.640785882;670;705;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.7.2013 0.00.00 +00:00
EFINOB 31608;Wind turbine;613752.908N 213936.977E;61.631363467;21.660271277;670;727;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.7.2013 0.00.00 +00:00
EFINOB 31609;Wind turbine;613757.72N 213900.156E;61.632700085;21.650043424;670;709;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.7.2013 0.00.00 +00:00
EFINOB 31610;Wind turbine;613754.881N 214045.143E;61.631911524;21.679206406;670;725;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.7.2013 0.00.00 +00:00
EFINOB 31611;Wind turbine;613811.151N 214101.403E;61.636430954;21.683723023;670;727;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.7.2013 0.00.00 +00:00
EFINOB 31612;Wind turbine;613744.152N 214110.68E;61.628931133;21.686299877;670;719;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.7.2013 0.00.00 +00:00
EFINOB 31613;Wind turbine;613758.692N 214136.986E;61.632970108;21.693607174;670;739;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.7.2013 0.00.00 +00:00
EFINOB 31614;Wind turbine;613820.483N 214028.53E;61.639023071;21.67459161;670;738;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.7.2013 0.00.00 +00:00
EFINOB 31615;Wind turbine;613832.387N 213927.237E;61.642329776;21.657565713;670;718;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.7.2013 0.00.00 +00:00
EFINOB 31616;Wind turbine;613739.806N 214022.194E;61.627723813;21.672831735;670;723;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.7.2013 0.00.00 +00:00
EFINOB 31617;Wind turbine;613819.991N 213951.911E;61.638886446;21.664419708;670;718;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.7.2013 0.00.00 +00:00
EFINOB 31666;Wind turbine;614347.785N 254648.53E;61.729940146;25.780147154;644;1331;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.4.2014 0.00.00 +00:00
EFINOB 31667;Wind turbine;614415.887N 254636.246E;61.73774633;25.776735085;644;1290;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.4.2014 0.00.00 +00:00
EFINOB 31669;Wind turbine;614333.255N 254635.312E;61.725904159;25.776475422;644;1271;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.4.2014 0.00.00 +00:00
EFINOB 31670;Wind turbine;614413.089N 254710.539E;61.736969194;25.786260831;644;1242;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.4.2014 0.00.00 +00:00
EFINOB 31671;Wind turbine;614343.453N 254613.039E;61.728736933;25.770288508;644;1274;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.4.2014 0.00.00 +00:00
EFINOB 31684;Wind turbine;620655.128N 213237.288E;62.115313376;21.543691047;689;802;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;28.12.2016 0.00.00 +00:00
EFINOB 31687;Wind turbine;620628.917N 213327.794E;62.10803258;21.557720494;689;845;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.12.2016 0.00.00 +00:00
EFINOB 31689;Wind turbine;620644.114N 213447.299E;62.11225401;21.579805267;689;891;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.12.2016 0.00.00 +00:00
EFINOB 31690;Wind turbine;620642.716N 213528.195E;62.111865482;21.591165178;689;891;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.12.2016 0.00.00 +00:00
EFINOB 31693;Wind turbine;620613.667N 213411.938E;62.103796435;21.569982859;689;871;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.12.2016 0.00.00 +00:00
EFINOB 31694;Wind turbine;620605.957N 213513.157E;62.101654771;21.58698796;689;878;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.12.2016 0.00.00 +00:00
EFINOB 31696;Wind turbine;620621.964N 213704.776E;62.106101014;21.617993232;689;930;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.12.2016 0.00.00 +00:00
EFINOB 31713;Wind turbine;620225.873N 213329.597E;62.04052016;21.558221414;689;865;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.12.2016 0.00.00 +00:00
EFINOB 31804;Mast;630308.578N 253813.239E;63.052382895;25.637010721;335;943;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.1.2014 0.00.00 +00:00
EFINOB 31805;Mast;630052.251N 250340.565E;63.014514062;25.061268043;342;952;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.1.2014 0.00.00 +00:00
EFINOB 31814;Mast;621459.991N 242854.829E;62.249997593;24.481896859;335;927;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.1.2014 0.00.00 +00:00
EFINOB 31817;Mast;621520.627N 245256.198E;62.255729791;24.882277124;335;977;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.1.2014 0.00.00 +00:00
EFINOB 31825;Mast;614304.86N 262653.656E;61.718016715;26.448237741;342;817;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.1.2014 0.00.00 +00:00
EFINOB 31832;Mast;623008.805N 252721.35E;62.502445810985;25.4559306373437;335;943;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.1.2014 0.00.00 +00:00
EFINOB 31837;Mast;612756.269N 254224.524E;61.465630189;25.706812164;342;684;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.1.2014 0.00.00 +00:00
EFINOB 31932;Wind turbine;653015.151N 252027.974E;65.504208743;25.34110394;655;719;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.1.2014 0.00.00 +00:00
EFINOB 31933;Wind turbine;653028.24N 251958.57E;65.507844367;25.332936069;655;705;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.1.2014 0.00.00 +00:00
EFINOB 31934;Wind turbine;653036.575N 251926.17E;65.510159857;25.323936246;655;713;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.1.2014 0.00.00 +00:00
EFINOB 31938;Wind turbine;653004.803N 252105.504E;65.501334088;25.351528803;655;720;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.1.2014 0.00.00 +00:00
EFINOB 31939;Wind turbine;652944.004N 252040.343E;65.495556775;25.344539622;655;700;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.1.2014 0.00.00 +00:00
EFINOB 32344;Wind turbine;653056.772N 251913.544E;65.515769952;25.320428928;655;722;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.1.2014 0.00.00 +00:00
EFINOB 32345;Wind turbine;653101.112N 251958.893E;65.516975555;25.333025836;655;734;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.1.2014 0.00.00 +00:00
EFINOB 32346;Wind turbine;652951.351N 252128.67E;65.497597595;25.357964016;655;731;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.1.2014 0.00.00 +00:00
EFINOB 32352;Mast;650017.693N 253722.001E;65.004914765;25.622777977;493;597;R;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;6.5.2013 0.00.00 +00:00
EFINOB 32373;Wind turbine;622712.024N 213936.845E;62.453339869;21.660234716;486;709;R;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.9.2013 0.00.00 +00:00
EFINOB 32383;Wind turbine;623531.598N 225712.147E;62.592110629;22.953374178;355;704;R;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;19.11.2013 0.00.00 +00:00
EFINOB 32384;Wind turbine;624322.447N 222224.542E;62.722901989;22.373483755;420;764;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;19.11.2013 0.00.00 +00:00
EFINOB 32385;Wind turbine;624326.579N 222223.032E;62.724049849;22.373064482;420;765;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;19.11.2013 0.00.00 +00:00
EFINOB 32386;Mast;620427.221N 212654.95E;62.074227975;21.448597102;394;472;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;5.4.2013 0.00.00 +00:00
EFINOB 32817;Mast;644328.834N 284840.194E;64.724676226;28.811164967;394;1173;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.12.2012 0.00.00 +00:00
EFINOB 32825;Wind turbine;643308.93N 244307.079E;64.552480435;24.718632996;689;994;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.4.2013 0.00.00 +00:00
EFINOB 32826;Wind turbine;643254.707N 244343.056E;64.548529846;24.728626683;689;1034;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.4.2013 0.00.00 +00:00
EFINOB 32827;Wind turbine;643243.113N 244411.739E;64.545309191;24.736594167;689;1051;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.4.2013 0.00.00 +00:00
EFINOB 32828;Wind turbine;643230.009N 244439.091E;64.541669304;24.744192037;689;1048;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.4.2013 0.00.00 +00:00
EFINOB 32829;Wind turbine;643214.024N 244452.892E;64.53722892;24.748025602;689;1071;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.4.2013 0.00.00 +00:00
EFINOB 32830;Wind turbine;643159.23N 244506.217E;64.533119449;24.751726915;689;1055;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.4.2013 0.00.00 +00:00
EFINOB 32831;Wind turbine;643141.703N 244520.672E;64.528250948;24.755742267;689;1031;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.4.2013 0.00.00 +00:00
EFINOB 32842;Wind turbine;631918.898N 230015.956E;63.321916041;23.004432146;607;809;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;12.6.2014 0.00.00 +00:00
EFINOB 33124;Wind turbine;643929.865N 242326.854E;64.658295699;24.390792847;499;499;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;12.3.2015 0.00.00 +00:00
EFINOB 33125;Wind turbine;643913.292N 242329.009E;64.653692241;24.391391525;591;591;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;12.3.2015 0.00.00 +00:00
EFINOB 33135;Wind turbine;620614.383N 213213.226E;62.1039953704706;21.5370072748469;689;822;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;28.12.2016 0.00.00 +00:00
EFINOB 33142;Chimney;601841.988N 253131.714E;60.311663253;25.525476173;345;391;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;11.6.2014 0.00.00 +00:00
EFINOB 33206;Wind turbine;630228.995N 220102.999E;63.041387599;22.01749974;657;704;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;20.1.2015 0.00.00 +00:00
EFINOB 33207;Wind turbine;630215.78N 220056.382E;63.037716654;22.015661627;657;707;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;20.1.2015 0.00.00 +00:00
EFINOB 33208;Wind turbine;630225.253N 220006.233E;63.04034799;22.001731298;657;724;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;27.1.2015 0.00.00 +00:00
EFINOB 33209;Wind turbine;630158.576N 215858.915E;63.032937723;21.983031937;657;730;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;9.2.2015 0.00.00 +00:00
EFINOB 33210;Wind turbine;630137.971N 215930.482E;63.027214161;21.991800456;657;747;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;31.3.2015 0.00.00 +00:00
EFINOB 33211;Wind turbine;630148.58N 215931.178E;63.030161233;21.991993863;657;740;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2015 0.00.00 +00:00
EFINOB 33212;Wind turbine;630159.607N 215955.526E;63.033224143;21.998757103;657;747;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;9.3.2015 0.00.00 +00:00
EFINOB 33213;Wind turbine;630209.447N 220017.315E;63.035957457;22.004809601;657;737;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2015 0.00.00 +00:00
EFINOB 33214;Wind turbine;630247.531N 220033.638E;63.046536315;22.009343894;657;753;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;20.1.2015 0.00.00 +00:00
EFINOB 33215;Wind turbine;630258.876N 220020.087E;63.049687699;22.005579651;657;704;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;20.1.2015 0.00.00 +00:00
EFINOB 33216;Wind turbine;630303.188N 215943.647E;63.050885569;21.995457369;657;704;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;20.1.2015 0.00.00 +00:00
EFINOB 33217;Wind turbine;630251.707N 215924.255E;63.047696458;21.990070852;657;717;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;20.1.2015 0.00.00 +00:00
EFINOB 33218;Wind turbine;630235.555N 215859.889E;63.043209768;21.983302578;657;720;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;20.1.2015 0.00.00 +00:00
EFINOB 33219;Wind turbine;630233.322N 215941.417E;63.042589435;21.994838175;657;730;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.2.2015 0.00.00 +00:00
EFINOB 33220;Wind turbine;630123.578N 220101.116E;63.023216104;22.016976757;657;743;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;24.3.2015 0.00.00 +00:00
EFINOB 33221;Wind turbine;630139.941N 220122.779E;63.027761279;22.022994165;657;743;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;16.3.2015 0.00.00 +00:00
EFINOB 33287;Wind turbine;654024.67N 250118.745E;65.673519512;25.021873481;670;723;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;14.3.2013 0.00.00 +00:00
EFINOB 33288;Wind turbine;654015.959N 250045.874E;65.671099694;25.01274287;670;718;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;14.3.2013 0.00.00 +00:00
EFINOB 33289;Wind turbine;654032.72N 250012.407E;65.675755501;25.003446419;670;733;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;14.3.2013 0.00.00 +00:00
EFINOB 33290;Wind turbine;654024.479N 245924.129E;65.673466384;24.990035775;670;722;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;14.3.2013 0.00.00 +00:00
EFINOB 33297;Mast;622351.443N 213811.767E;62.3976231923758;21.6366019901937;394;592;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;28.5.2013 0.00.00 +00:00
EFINOB 33299;Mast;623814.086N 221438.22E;62.637246118;22.243949903;394;980;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;26.2.2013 0.00.00 +00:00
EFINOB 33302;Mast;612747.299N 220945.767E;61.463138567;22.162712952;371;480;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;7.11.2013 0.00.00 +00:00
EFINOB 33323;Wind turbine;622731.349N 220546.004E;62.45870811;22.096112333;493;853;R;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;20.10.2014 0.00.00 +00:00
EFINOB 33606;Wind turbine;673820.279N 253954.166E;67.638966421;25.665046041;591;1643;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.6.2015 0.00.00 +00:00
